152,148,176
148,146,190
178,163,171
161,152,181
182,173,169
180,165,173
186,177,162
233,210,131
206,202,135
216,200,136
210,184,153
211,200,134
225,208,132
230,211,122
225,211,125
237,230,109
234,215,121
233,216,126
217,192,146
223,199,143
211,197,142
212,181,159
218,192,148
214,200,139
225,217,120
217,212,127
212,193,147
239,217,128
220,215,128
231,222,111
217,203,139
216,185,148
232,217,125
215,198,139
236,219,114
236,204,136
241,229,103
238,217,124
237,234,111
196,181,144
213,197,139
255,239,102
264,259,80
240,232,107
246,229,106
237,218,117
153,144,196
141,124,213
138,133,207
145,141,202
162,151,187
152,144,202
156,142,204
167,164,177
149,139,202
148,142,194
153,152,193
135,129,210
150,151,193
162,147,191
144,134,206
147,143,195
156,146,194
124,115,222
150,139,203
146,128,211
156,143,197
147,140,202
145,133,210
144,140,199
155,135,207
147,138,204
137,134,203
159,146,192
170,143,194
133,131,210
135,121,218
149,144,198
141,131,203
183,182,157
167,169,171
167,163,174
198,192,156
185,183,157
212,201,140
203,187,155
179,177,157
191,185,159
184,176,166
198,182,157
189,181,158
195,185,150
199,192,149
197,198,141
202,203,135
253,244,101
246,223,114
258,242,94
266,252,89
259,234,106
252,244,99
252,236,104
269,260,82
260,238,101
255,242,92
235,227,110
236,220,114
227,218,122
218,209,125
223,216,117
200,192,144
226,221,119
216,202,141
244,230,111
251,237,104
237,212,122
238,231,110
257,236,106
237,224,115
243,218,124
245,226,116
253,236,101
255,245,93
245,229,106
255,247,89
246,239,97
270,262,79
288,251,90
270,254,81
264,252,84
270,250,93
271,251,84
255,241,85
254,249,81
253,245,93
255,238,103
268,253,90
256,243,92
261,250,86
254,238,100
255,255,85
291,265,76
273,260,77
292,281,63
132,131,172
145,134,210
158,150,192
157,159,180
185,174,166
187,177,155
225,210,129
230,211,125
218,204,138
230,215,128
198,190,149
225,212,130
232,202,140
237,225,115
242,232,101
248,229,108
244,225,112
226,212,115
230,216,126
233,222,115
218,211,125
234,229,106
230,207,132
233,231,109
219,202,133
232,219,119
250,239,99
245,235,108
230,222,115
235,219,120
242,225,119
231,224,118
243,222,116
248,234,101
237,233,108
235,209,132
229,218,116
257,240,99
265,246,93
253,242,99
251,234,107
245,237,100
254,237,101
180,167,151
184,173,165
245,223,114
253,239,99
243,221,109
205,194,142
223,212,130
234,218,122
215,195,145
216,199,141
223,205,131
224,220,115
221,210,127
226,212,125
214,204,134
240,229,111
204,190,144
243,219,121
243,220,113
234,223,112
228,212,121
234,221,119
222,208,129
246,236,100
227,216,126
239,219,119
248,240,95
246,238,96
241,241,99
238,225,105
241,229,113
235,225,111
245,232,106
221,206,132
220,204,136
222,223,115
200,194,138
227,220,114
217,207,130
260,241,91
238,229,104
227,216,119
218,203,138
219,206,125
246,234,106
224,216,121
242,229,105
206,200,142
240,231,101
240,231,110
239,233,105
234,219,112
234,226,115
245,225,109
239,232,107
232,218,122
240,227,115
248,230,109
225,221,117
249,250,88
251,228,100
261,243,95
253,247,86
247,236,101
259,249,87
264,247,87
236,240,101
255,244,99
270,247,87
255,243,94
253,241,103
258,234,103
258,244,94
262,249,88
248,226,118
237,235,105
259,234,104
247,233,103
242,223,117
238,220,120
246,228,115
248,226,117
133,127,210
273,249,87
252,228,116
246,235,103
74,74,271
130,125,217
177,182,159
234,227,110
182,175,171
184,168,166
198,187,152
156,150,191
291,273,66
293,277,61
284,274,59
281,273,65
274,272,61
284,275,64
286,259,76
158,154,187
269,255,85
280,268,73
256,234,93
259,248,87
258,249,91
268,256,82
133,135,209
234,231,111
295,286,56
270,264,62
300,290,49
294,287,51
129,127,148
285,279,55
299,280,53
289,276,57
297,279,53
306,281,51
297,278,55
289,289,43
280,283,49
296,293,40
297,287,46
180,169,145
188,167,175
167,163,169
176,169,173
193,188,154
196,193,151
190,175,164
192,182,159
202,195,148
196,184,146
195,178,163
197,187,152
195,180,161
191,182,155
186,172,169
206,195,146
211,195,150
216,194,148
223,208,134
212,193,139
221,205,138
208,187,152
221,210,132
233,206,132
216,207,128
227,196,146
175,160,182
203,186,150
211,203,138
233,203,135
227,202,140
212,190,152
211,201,138
221,197,145
216,189,153
232,210,131
224,216,126
225,211,128
226,190,150
220,195,144
230,208,125
201,190,144
251,228,114
216,199,142
222,210,131
219,200,137
218,201,138
225,203,130
200,182,156
229,205,139
226,207,133
211,181,157
213,201,137
212,196,141
224,201,132
246,230,109
233,219,121
215,196,137
222,195,150
230,211,135
207,196,140
198,187,151
226,199,138
225,200,133
225,209,133
229,215,126
220,195,136
229,219,121
243,211,125
220,206,136
250,229,111
239,214,124
222,212,131
204,171,167
214,202,140
222,204,138
218,196,142
233,214,129
222,196,140
220,201,143
223,212,129
201,197,141
232,206,137
233,208,131
219,202,134
218,201,137
201,180,160
238,200,139
217,196,137
217,188,150
222,213,127
209,182,159
221,202,133
228,215,129
221,205,130
232,206,134
221,203,128
235,209,134
208,185,154
207,184,148
235,215,117
211,190,150
201,174,161
235,210,125
221,201,137
218,198,141
218,195,141
218,197,136
229,224,115
233,220,119
241,221,117
224,204,135
239,219,117
230,215,127
226,205,136
217,196,139
231,217,124
235,214,126
226,207,129
236,211,129
227,200,137
224,204,139
227,192,143
229,216,125
237,212,119
239,217,121
231,205,130
201,181,158
214,204,125
205,190,150
234,211,126
234,215,126
211,187,149
200,177,162
198,186,157
220,202,137
231,219,116
187,183,125
203,179,151
238,226,111
262,244,100
267,261,78
268,244,96
268,257,84
256,248,86
257,243,91
215,193,151
177,163,177
162,152,189
173,158,185
203,203,141
196,181,158
214,206,140
186,185,156
193,188,151
177,170,169
201,189,156
203,185,158
193,192,150
226,212,132
225,218,126
199,187,153
198,190,147
217,203,139
224,209,132
203,196,146
219,210,128
212,192,151
196,174,165
212,206,134
226,229,110
206,196,135
232,221,119
222,210,132
238,223,121
233,216,122
233,233,102
225,215,120
236,226,114
234,216,127
220,208,129
237,219,124
242,231,113
234,227,108
233,222,113
254,237,105
252,228,111
263,250,89
259,252,87
247,238,101
260,253,88
267,263,79
267,258,79
259,248,93
264,246,93
249,247,90
235,222,118
259,252,87
260,235,106
243,230,110
254,237,102
264,249,89
252,245,97
251,250,87
261,241,90
267,259,84
280,264,77
274,253,87
270,263,78
275,268,64
267,250,80
263,251,90
268,250,91
266,255,83
272,263,74
267,248,86
267,251,82
272,261,75
281,256,78
244,236,93
266,244,94
269,250,90
261,245,95
275,264,78
146,147,194
133,125,143
135,126,207
152,139,200
171,159,185
149,148,187
166,158,186
173,162,179
173,156,185
161,147,193
177,167,176
171,165,176
171,162,176
188,174,168
202,183,156
193,191,156
214,203,140
231,213,132
207,193,143
234,218,128
224,204,138
207,195,144
186,171,172
236,198,146
217,211,129
215,205,134
206,189,152
216,197,148
197,175,160
207,197,147
230,207,133
229,204,135
219,187,150
250,236,105
235,210,124
229,210,127
244,220,114
235,212,121
238,227,113
241,221,116
224,195,142
245,223,114
237,205,138
225,210,130
237,219,122
242,224,116
239,223,111
243,225,114
241,228,113
244,213,126
240,200,138
219,191,146
198,189,143
226,210,133
223,201,135
245,222,117
241,224,118
233,213,127
235,220,116
225,220,114
262,230,111
235,209,131
218,203,134
230,218,119
227,203,137
246,217,123
220,199,137
229,203,135
244,215,122
219,213,130
233,209,125
238,227,116
232,216,121
225,201,138
220,190,144
229,202,136
233,228,111
228,216,123
235,212,120
249,204,136
230,194,150
222,192,146
233,209,132
222,196,149
212,190,145
234,211,130
234,195,150
232,218,117
235,199,141
219,206,136
246,217,119
235,214,126
231,208,131
219,194,145
198,179,152
234,201,136
236,209,127
214,191,151
221,199,140
207,186,150
247,231,108
241,224,107
246,229,109
230,214,115
249,217,119
241,224,115
247,235,104
258,240,102
240,201,139
248,212,123
254,215,122
229,201,138
243,211,131
255,228,111
268,232,107
246,229,101
258,221,115
252,229,107
247,208,131
239,212,121
236,199,139
264,224,116
256,235,103
248,231,110
266,238,101
271,243,97
263,244,92
250,226,109
265,237,103
256,245,86
257,232,99
256,220,115
263,233,103
253,230,108
249,230,103
239,210,124
238,229,109
270,240,94
267,238,98
265,230,111
259,238,102
258,226,109
257,235,98
274,246,92
256,219,114
269,255,85
263,238,93
272,253,88
273,253,78
266,245,95
261,250,90
268,251,83
271,256,79
284,265,73
272,251,84
269,236,102
260,237,103
248,236,102
258,243,97
262,259,78
258,245,91
275,250,86
268,248,88
268,251,79
265,258,71
266,250,80
278,257,78
273,242,94
265,252,94
254,226,109
269,251,89
254,244,97
261,233,102
261,235,101
251,226,107
275,243,93
263,235,102
245,220,123
194,196,143
201,196,147
113,109,186
143,131,210
157,154,190
148,151,191
161,147,196
236,227,112
270,263,71
265,257,85
242,225,98
230,209,135
162,153,187
136,127,215
160,149,195
170,154,191
165,147,195
234,219,123
296,276,62
280,261,77
269,256,83
269,256,82
248,234,105
258,252,89
251,237,103
253,231,103
248,229,115
257,242,100
277,265,68
267,241,98
199,182,162
150,132,211
257,236,102
248,230,102
246,224,109
245,223,116
249,245,91
252,229,110
260,245,90
247,232,102
261,237,98
256,240,89
249,235,102
243,221,117
254,228,112
248,234,106
248,228,111
265,250,89
275,263,70
256,243,82
279,270,64
289,263,73
276,258,72
267,246,102
315,291,54
302,277,64
287,277,64
296,287,49
299,291,44
296,286,48
298,274,62
291,282,53
286,265,68
282,278,55
282,278,55
295,274,59
