210,178,158
220,189,137
211,177,153
195,154,164
198,161,168
199,172,155
207,170,162
202,172,147
211,176,148
214,171,158
218,179,152
241,191,146
217,178,152
201,163,154
220,189,137
205,168,162
212,176,155
214,168,163
214,172,154
178,147,175
195,160,164
201,166,157
231,186,147
202,182,146
203,169,162
207,167,162
210,181,151
211,173,148
219,185,144
214,178,150
227,178,162
205,184,150
220,179,153
229,184,155
204,177,145
230,186,150
216,178,157
209,181,145
198,163,150
221,195,135
207,183,134
228,191,153
200,164,159
220,193,131
222,190,141
210,182,147
205,171,150
205,174,157
209,176,151
204,165,163
202,172,158
226,189,137
209,184,150
205,172,145
208,172,158
219,184,157
212,176,149
220,183,159
218,174,145
224,179,154
215,180,144
202,181,143
209,166,165
213,180,153
191,155,168
212,162,163
210,169,152
218,190,139
210,171,151
217,169,159
235,176,160
217,192,137
199,168,155
202,161,165
199,165,151
203,159,165
197,145,181
177,144,167
207,161,160
192,157,162
201,152,177
198,162,161
192,165,154
204,170,155
203,162,168
177,146,180
184,141,173
192,152,177
214,177,149
199,167,154
187,146,185
212,168,167
189,152,188
182,161,161
204,158,175
220,180,142
213,177,157
220,174,142
216,190,140
208,165,150
210,180,139
207,173,161
220,191,142
225,212,111
203,196,130
215,184,135
220,179,137
220,180,145
228,184,138
194,157,167
220,165,158
205,164,164
207,169,164
203,158,159
211,165,153
217,166,159
199,161,158
225,170,165
218,169,165
222,158,170
228,195,124
225,180,137
225,176,160
205,164,147
213,162,158
215,166,165
201,148,167
216,164,150
217,177,151
223,175,154
215,157,161
185,126,180
203,150,165
201,147,156
215,177,137
178,143,165
199,165,157
206,175,161
222,178,137
204,178,144
214,167,148
212,171,145
200,160,168
202,170,155
218,183,154
211,172,158
211,167,152
202,169,145
198,166,158
196,147,169
188,148,165
190,166,142
215,191,128
215,186,133
212,173,159
213,164,156
220,179,142
189,156,155
192,162,147
214,170,152
201,167,143
204,176,142
194,164,149
217,179,145
216,180,142
195,169,142
202,158,163
180,149,157
192,157,152
200,185,123
222,193,125
202,180,138
192,162,151
216,188,134
218,191,122
231,202,132
224,190,137
221,177,133
208,171,160
200,157,161
198,172,143
211,177,132
221,180,154
197,166,138
204,170,136
192,164,142
209,175,139
219,188,123
219,178,131
229,200,124
246,213,111
213,167,142
226,183,132
246,196,117
230,211,106
229,196,123
208,175,144
204,169,142
216,178,145
225,179,129
229,194,144
219,186,124
218,192,116
241,188,132
245,223,104
228,172,132
249,219,111
253,221,114
238,209,101
235,185,133
221,189,134
219,183,130
170,148,175
195,155,169
193,158,147
215,175,159
196,165,156
219,167,158
181,131,185
175,137,180
177,132,176
187,143,188
183,128,192
183,140,181
198,152,165
185,150,165
211,179,153
193,151,164
194,163,150
221,171,152
201,169,151
181,137,169
200,148,173
182,158,159
180,147,170
167,140,184
179,154,166
204,166,160
188,140,174
187,169,150
182,161,142
192,176,138
194,158,167
184,156,166
220,167,160
201,158,161
193,158,155
185,161,156
218,188,143
206,167,152
205,181,127
213,177,143
208,170,149
207,173,154
225,174,148
185,141,187
202,155,181
168,150,165
224,183,143
207,168,163
208,167,153
200,158,157
193,141,183
191,141,193
169,139,176
227,177,156
208,162,178
189,151,163
219,183,136
213,175,139
221,185,146
195,154,161
202,166,155
195,163,168
190,167,163
209,165,163
211,162,159
178,132,192
221,182,153
204,178,157
160,117,191
113,90,202
201,169,167
134,105,216
146,109,218
141,114,207
199,187,141
230,190,140
223,179,137
196,169,156
199,146,177
210,164,161
199,140,175
195,150,162
186,148,160
188,142,174
200,161,161
203,165,150
228,181,150
250,185,152
237,167,162
234,180,153
189,138,182
216,153,174
236,169,161
225,171,162
226,168,172
224,183,147
223,188,136
238,200,133
234,202,136
226,190,136
232,173,161
229,193,139
235,180,146
238,190,144
231,171,152
183,153,124
170,135,142
218,177,165
237,204,134
210,186,151
229,190,143
224,185,160
218,177,163
204,152,188
211,172,167
227,190,152
228,191,147
230,187,148
219,171,169
218,169,163
228,179,164
218,178,166
217,174,165
236,196,144
227,193,151
226,197,147
231,192,144
223,199,140
226,194,146
243,203,139
234,191,151
242,202,140
256,203,137
220,189,140
236,198,143
236,212,130
266,215,129
232,200,145
243,205,135
241,195,146
234,195,146
242,188,152
242,212,124
231,187,156
247,195,145
244,198,146
241,213,133
226,191,143
252,206,133
252,219,119
249,213,132
163,121,210
148,117,207
170,139,196
164,143,191
206,167,174
206,175,161
213,166,171
220,187,151
203,170,170
215,170,174
212,174,167
220,171,167
217,175,164
226,187,156
207,170,164
186,149,191
198,168,175
228,181,158
222,180,162
220,183,157
239,175,167
237,187,140
244,217,119
247,202,138
242,201,132
221,198,147
228,197,147
229,195,138
235,191,153
255,216,124
234,197,132
232,202,142
248,216,116
250,205,135
247,197,147
184,145,184
149,101,230
173,142,198
174,133,209
183,138,202
197,157,187
168,131,209
199,165,178
191,142,205
197,142,202
218,161,178
181,136,204
190,174,163
190,143,192
199,157,181
213,163,180
180,137,192
198,160,180
196,159,176
180,123,210
185,138,195
214,160,183
201,151,184
170,128,207
178,137,202
196,146,188
180,128,205
172,130,204
176,128,212
171,131,204
180,136,204
141,101,235
184,151,182
181,133,202
183,128,209
177,123,218
194,134,200
171,134,199
186,131,209
195,141,200
180,139,195
176,138,202
193,142,191
191,135,202
178,129,195
208,151,185
170,122,209
191,137,199
193,129,207
192,160,179
194,133,199
201,151,186
169,134,200
201,139,192
204,155,181
198,162,180
180,129,202
179,149,183
211,167,174
195,152,180
193,144,189
216,177,167
202,163,176
197,154,187
183,124,212
210,170,172
202,138,197
201,157,182
189,140,196
203,148,188
204,151,182
208,153,187
201,140,200
200,152,179
203,161,173
207,165,171
210,170,166
197,151,185
213,144,191
203,162,176
179,150,180
196,175,161
191,139,189
219,167,170
209,170,168
211,171,172
186,144,192
188,171,155
204,155,178
210,166,173
178,145,197
216,162,175
214,173,165
221,180,157
216,185,150
217,184,153
221,194,146
203,152,178
200,166,166
234,171,164
215,166,172
189,162,174
190,165,169
215,189,146
238,182,145
229,201,133
216,178,153
181,150,184
215,175,164
229,184,160
209,160,176
168,131,209
226,190,155
227,194,149
212,166,169
162,142,198
211,192,153
269,220,124
236,205,130
209,172,172
230,177,165
218,161,177
204,172,165
210,177,164
215,174,167
225,170,164
197,157,186
196,161,171
202,157,181
213,182,153
270,236,112
214,171,172
209,163,181
225,177,160
216,170,173
218,181,159
213,178,164
203,163,174
192,149,195
180,150,189
183,151,190
193,156,190
180,155,176
190,153,186
176,148,183
222,159,184
222,176,163
191,155,186
189,157,186
214,174,170
203,168,179
202,150,194
188,152,188
223,198,147
265,220,124
274,208,134
261,205,141
183,147,98
259,203,143
279,210,123
263,221,110
277,215,118
267,208,123
267,220,111
240,216,125
263,224,120
241,215,133
245,212,132
239,198,141
249,217,129
268,232,112
253,223,123
260,230,114
268,226,117
260,239,109
254,233,113
260,224,123
260,224,123
256,202,146
239,215,129
239,205,136
258,221,123
269,232,114
271,233,110
272,235,107
260,238,107
258,234,110
259,230,117
268,229,115
275,246,96
259,230,116
242,212,135
233,188,150
239,201,146
255,210,136
236,202,143
236,197,147
249,201,144
230,196,148
254,209,135
240,215,128
247,198,143
254,214,129
255,225,120
251,227,113
258,211,134
249,207,141
261,225,121
258,220,123
263,212,134
267,240,106
258,228,115
276,226,119
187,152,191
183,149,189
181,152,193
220,175,168
216,163,179
231,178,167
201,153,190
207,165,183
212,162,181
212,168,177
217,165,177
214,167,178
242,206,138
213,175,168
221,187,158
207,171,176
228,169,174
217,173,170
207,169,175
221,154,193
202,166,179
209,171,171
210,173,165
211,178,164
207,158,188
201,171,172
193,156,185
202,165,178
228,182,161
227,182,159
224,188,155
224,180,158
218,180,168
218,174,169
229,190,154
206,180,163
221,187,156
217,177,162
212,176,170
216,180,165
204,178,163
211,174,170
216,165,179
205,174,165
242,179,165
221,180,163
226,183,161
217,173,169
225,183,161
231,184,160
226,180,166
242,211,133
245,206,137
234,192,148
237,180,167
219,176,169
243,196,148
250,202,143
223,189,159
222,196,142
235,175,166
227,199,140
230,181,161
242,192,144
234,195,145
224,180,164
240,194,147
239,185,157
245,203,144
237,190,156
243,214,131
249,213,131
248,212,132
241,203,138
242,212,131
244,207,138
234,198,146
242,213,135
245,212,132
255,223,120
251,197,148
234,184,160
254,227,123
163,145,195
194,176,161
177,159,187
277,223,125
247,214,131
241,186,158
253,205,142
249,207,142
255,201,145
240,208,138
245,207,140
256,207,140
271,236,110
232,184,161
215,160,186
234,174,171
244,198,151
233,188,160
217,172,174
220,185,160
217,170,176
247,193,154
223,188,158
230,203,140
250,187,161
231,195,151
228,173,171
227,179,163
243,190,155
262,216,126
263,224,125
264,218,125
245,189,156
259,202,145
247,196,151
236,180,168
273,215,134
257,210,133
244,200,146
269,219,129
256,206,140
223,206,142
247,198,145
239,195,150
229,193,154
286,241,105
268,230,115
288,247,100
293,251,96
282,242,108
218,196,151
285,245,102
292,257,92
290,255,95
133,115,89
288,238,106
266,218,100
267,223,95
263,215,103
272,222,96
263,229,88
276,228,89
263,221,95
213,183,160
223,200,145
233,182,156
231,195,150
224,194,147
248,197,150
224,179,162
213,184,159
235,188,159
236,205,139
222,189,157
229,190,154
234,190,156
229,188,154
252,209,138
228,191,151
233,191,156
233,195,149
223,164,178
227,187,154
221,178,165
238,196,150
228,193,151
227,190,156
237,197,146
215,183,157
216,174,168
241,191,152
273,229,113
268,240,108
292,265,81
303,248,98
311,263,85
279,242,106
262,228,120
292,260,86
266,232,111
238,203,138
242,190,156
277,245,103
263,224,125
264,220,123
274,227,118
238,212,137
242,200,144
233,188,156
290,254,92
286,237,110
269,216,131
278,241,106
251,213,131
188,146,195
251,213,131
235,194,154
300,238,108
290,242,107
281,236,114
117,91,80
202,185,49
287,252,97
297,253,97
301,245,105
298,258,92
202,183,65
